"id","sessionId","gender","skillLevel","language","Sentence","completeUserInput","keyText","keyType","pressTime","releaseTime","holdTime","flightTime","compositionRole"
"SYNTH001","1740945380475","","","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ጸ","KeyTypes.textKey","1740945381622","1740945381664","42","276","order"
"SYNTH001","1740945380475","F","expert","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ዘ","KeyTypes.textKey","1740945381955","1740945382022","67","291","base"
"SYNTH001","1740945380475","","","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ዘ","KeyTypes.textKey","1740945382100","1740945382218","118","78","order"
"SYNTH001","1740945380475","M","beginner","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ለ","KeyTypes.textKey","1740945382364","1740945382458","94","146","standalone"
"SYNTH001","1740945380475","M","intermediate","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","አ","KeyTypes.textKey","1740945382766","1740945382828","62","308","standalone"
"SYNTH001","1740945380475","M","expert","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ጠ","KeyTypes.textKey","1740945383079","1740945383177","98","251","standalone"
"SYNTH001","1740945380475","F","intermediate","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ነ","KeyTypes.textKey","1740945383471","1740945383557","86","294","base"
"SYNTH001","1740945380475","","","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ነ","KeyTypes.textKey","1740945383746","1740945383852","106","189","order"
"SYNTH001","1740945380475","M","beginner","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ጠ","KeyTypes.textKey","1740945384337","1740945384453","116","485","standalone"
"SYNTH001","1740945380475","M","beginner","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰ","KeyTypes.textKey","1740945384868","1740945384947","79","415","base"
"SYNTH001","1740945380475","","","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰ","KeyTypes.textKey","1740945385417","1740945385518","101","470","order"
"SYNTH001","1740945380475","M","beginner","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","መ","KeyTypes.textKey","1740945385763","1740945385829","66","245","standalone"
"SYNTH001","1740945380475","M","beginner","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","አ","KeyTypes.textKey","1740945386272","1740945386383","111","443","base"
"SYNTH001","1740945380475","","","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","አ","KeyTypes.textKey","1740945386723","1740945386771","48","340","order"
"SYNTH001","1740945380475","F","expert","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ጠ","KeyTypes.textKey","1740945387120","1740945387234","114","349","standalone"
"SYNTH001","1740945380475","M","expert","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ከ","KeyTypes.textKey","1740945387438","1740945387532","94","204","standalone"
"SYNTH001","1740945380475","M","beginner","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","አ","KeyTypes.textKey","1740945387994","1740945388051","57","462","base"
"SYNTH001","1740945380475","","","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","አ","KeyTypes.textKey","1740945388259","1740945388348","89","208","order"
"SYNTH001","1740945380475","M","intermediate","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ፈ","KeyTypes.textKey","1740945388644","1740945388733","89","296","base"
"SYNTH001","1740945380475","","","am","ሰጸዘለአጠነጠሰመአጠከአፈ","ሰጸዘለአጠነጠሰመአጠከአፈ","ፈ","KeyTypes.textKey","1740945388939","1740945389001","62","206","order"
"SYNTH001","1737392668763","F","beginner","am","ነየደሰለጠቀቀሀ","ነየደሰለጠቀቀሀ","ነ","KeyTypes.textKey","1737392668763","1737392668852","89","","standalone"
"SYNTH001","1737392668763","F","beginner","am","ነየደሰለጠቀቀሀ","ነየደሰለጠቀቀሀ","የ","KeyTypes.textKey","1737392669030","1737392669081","51","178","standalone"
"SYNTH001","1737392668763","M","expert","am","ነየደሰለጠቀቀሀ","ነየደሰለጠቀቀሀ","ደ","KeyTypes.textKey","1737392669547","1737392669674","127","466","standalone"
"SYNTH001","1737392668763","F","expert","am","ነየደሰለጠቀቀሀ","ነየደሰለጠቀቀሀ","ሰ","KeyTypes.textKey","1737392669989","1737392670094","105","315","standalone"
"SYNTH001","1737392668763","F","expert","am","ነየደሰለጠቀቀሀ","ነየደሰለጠቀቀሀ","ለ","KeyTypes.textKey","1737392670291","1737392670394","103","197","standalone"
"SYNTH001","1737392668763","M","intermediate","am","ነየደሰለጠቀቀሀ","ነየደሰለጠቀቀሀ","ጠ","KeyTypes.textKey","1737392670434","1737392670518","84","40","standalone"
"SYNTH001","1737392668763","M","intermediate","am","ነየደሰለጠቀቀሀ","ነየደሰለጠቀቀሀ","ቀ","KeyTypes.textKey","1737392670667","1737392670697","30","149","standalone"
"SYNTH001","1737392668763","M","intermediate","am","ነየደሰለጠቀቀሀ","ነየደሰለጠቀቀሀ","ቀ","KeyTypes.textKey","1737392670936","1737392671031","95","239","standalone"
"SYNTH001","1737392668763","F","expert","am","ነየደሰለጠቀቀሀ","ነየደሰለጠቀቀሀ","ሀ","KeyTypes.textKey","1737392671263","1737392671326","63","232","standalone"
"SYNTH002","1740324148301","F","intermediate","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","ደ","KeyTypes.textKey","1740324148301","1740324148342","41","","standalone"
"SYNTH002","1740324148301","F","beginner","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","ጸ","KeyTypes.textKey","1740324148622","1740324148724","102","280","standalone"
"SYNTH002","1740324148301","F","beginner","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","ሰ","KeyTypes.textKey","1740324149059","1740324149239","180","335","base"
"SYNTH002","1740324148301","","","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","ሰ","KeyTypes.textKey","1740324149432","1740324149549","117","193","order"
"SYNTH002","1740324148301","M","expert","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","የ","KeyTypes.textKey","1740324149708","1740324149819","111","159","standalone"
"SYNTH002","1740324148301","F","intermediate","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","ከ","KeyTypes.textKey","1740324150131","1740324150232","101","312","standalone"
"SYNTH002","1740324148301","F","intermediate","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","አ","KeyTypes.textKey","1740324150846","1740324150949","103","614","standalone"
"SYNTH002","1740324148301","F","beginner","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","የ","KeyTypes.textKey","1740324151179","1740324151245","66","230","base"
"SYNTH002","1740324148301","","","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","የ","KeyTypes.textKey","1740324151665","1740324151763","98","420","order"
"SYNTH002","1740324148301","F","expert","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","ረ","KeyTypes.textKey","1740324152143","1740324152184","41","380","base"
"SYNTH002","1740324148301","","","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","ረ","KeyTypes.textKey","1740324152535","1740324152652","117","351","order"
"SYNTH002","1740324148301","M","intermediate","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","ሐ","KeyTypes.textKey","1740324153106","1740324153245","139","454","standalone"
"SYNTH002","1740324148301","F","expert","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","ለ","KeyTypes.textKey","1740324153525","1740324153600","75","280","base"
"SYNTH002","1740324148301","","","am","ደጸሰየከአየረሐለ","ደጸሰየከአየረሐለ","ለ","KeyTypes.textKey","1740324153932","1740324154021","89","332","order"
"SYNTH002","1744409494528","M","beginner","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ሰ","KeyTypes.textKey","1744409494528","1744409494608","80","","standalone"
"SYNTH002","1744409494528","F","intermediate","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ፈ","KeyTypes.textKey","1744409495007","1744409495089","82","399","standalone"
"SYNTH002","1744409494528","M","expert","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ከ","KeyTypes.textKey","1744409495380","1744409495471","91","291","base"
"SYNTH002","1744409494528","","","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ከ","KeyTypes.textKey","1744409495760","1744409495848","88","289","order"
"SYNTH002","1744409494528","M","beginner","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ረ","KeyTypes.textKey","1744409496108","1744409496178","70","260","standalone"
"SYNTH002","1744409494528","M","intermediate","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","የ","KeyTypes.textKey","1744409496354","1744409496469","115","176","base"
"SYNTH002","1744409494528","","","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","የ","KeyTypes.textKey","1744409496681","1744409496751","70","212","order"
"SYNTH002","1744409494528","M","beginner","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ሸ","KeyTypes.textKey","1744409497075","1744409497114","39","324","standalone"
"SYNTH002","1744409494528","M","intermediate","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ቸ","KeyTypes.textKey","1744409497457","1744409497522","65","343","base"
"SYNTH002","1744409494528","","","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ቸ","KeyTypes.textKey","1744409497810","1744409497963","153","288","order"
"SYNTH002","1744409494528","F","expert","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ነ","KeyTypes.textKey","1744409498420","1744409498549","129","457","standalone"
"SYNTH002","1744409494528","M","expert","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ለ","KeyTypes.textKey","1744409498800","1744409498891","91","251","base"
"SYNTH002","1744409494528","","","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ለ","KeyTypes.textKey","1744409499414","1744409499518","104","523","order"
"SYNTH002","1744409494528","M","beginner","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ደ","KeyTypes.textKey","1744409499657","1744409499790","133","139","standalone"
"SYNTH002","1744409494528","M","beginner","am","ሰፈከረየሸቸነለደደ","ሰፈከረየሸቸነለደደ","ደ","KeyTypes.textKey","1744409500054","1744409500138","84","264","standalone"
"SYNTH002","1737688735478","M","expert","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","አ","KeyTypes.textKey","1737688735478","1737688735596","118","","base"
"SYNTH002","1737688735478","","","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","አ","KeyTypes.textKey","1737688735637","1737688735680","43","41","order"
"SYNTH002","1737688735478","F","intermediate","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","አ","KeyTypes.textKey","1737688735932","1737688736012","80","252","base"
"SYNTH002","1737688735478","","","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","አ","KeyTypes.textKey","1737688736443","1737688736494","51","431","order"
"SYNTH002","1737688735478","M","intermediate","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","ፐ","KeyTypes.textKey","1737688736781","1737688736891","110","287","standalone"
"SYNTH002","1737688735478","F","intermediate","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","በ","KeyTypes.textKey","1737688737358","1737688737476","118","467","standalone"
"SYNTH002","1737688735478","F","intermediate","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","ከ","KeyTypes.textKey","1737688737762","1737688737823","61","286","standalone"
"SYNTH002","1737688735478","M","beginner","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","ደ","KeyTypes.textKey","1737688738072","1737688738155","83","249","base"
"SYNTH002","1737688735478","","","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","ደ","KeyTypes.textKey","1737688738300","1737688738370","70","145","order"
"SYNTH002","1737688735478","F","beginner","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","ገ","KeyTypes.textKey","1737688738512","1737688738617","105","142","base"
"SYNTH002","1737688735478","","","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","ገ","KeyTypes.textKey","1737688739038","1737688739110","72","421","order"
"SYNTH002","1737688735478","M","beginner","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","ደ","KeyTypes.textKey","1737688739436","1737688739533","97","326","base"
"SYNTH002","1737688735478","","","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","ደ","KeyTypes.textKey","1737688739794","1737688739857","63","261","order"
"SYNTH002","1737688735478","M","beginner","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","ቸ","KeyTypes.textKey","1737688740130","1737688740219","89","273","standalone"
"SYNTH002","1737688735478","M","intermediate","am","አአፐበከደገደቸጰ","አአፐበከደገደቸጰ","ጰ","KeyTypes.textKey","1737688740666","1737688740727","61","447","standalone"
"SYNTH003","1742241006649","F","beginner","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ቀ","KeyTypes.textKey","1742241006649","1742241006725","76","","base"
"SYNTH003","1742241006649","","","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ቀ","KeyTypes.textKey","1742241007275","1742241007335","60","550","order"
"SYNTH003","1742241006649","F","beginner","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","አ","KeyTypes.textKey","1742241007701","1742241007792","91","366","base"
"SYNTH003","1742241006649","","","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","አ","KeyTypes.textKey","1742241008016","1742241008101","85","224","order"
"SYNTH003","1742241006649","F","expert","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ረ","KeyTypes.textKey","1742241008331","1742241008416","85","230","base"
"SYNTH003","1742241006649","","","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ረ","KeyTypes.textKey","1742241008705","1742241008763","58","289","order"
"SYNTH003","1742241006649","F","beginner","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ነ","KeyTypes.textKey","1742241009152","1742241009182","30","389","base"
"SYNTH003","1742241006649","","","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ነ","KeyTypes.textKey","1742241009450","1742241009515","65","268","order"
"SYNTH003","1742241006649","F","intermediate","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ደ","KeyTypes.textKey","1742241009686","1742241009749","63","171","standalone"
"SYNTH003","1742241006649","F","expert","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ቀ","KeyTypes.textKey","1742241010249","1742241010364","115","500","standalone"
"SYNTH003","1742241006649","M","intermediate","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ቀ","KeyTypes.textKey","1742241010743","1742241010842","99","379","base"
"SYNTH003","1742241006649","","","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ቀ","KeyTypes.textKey","1742241010976","1742241011045","69","134","order"
"SYNTH003","1742241006649","F","intermediate","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ለ","KeyTypes.textKey","1742241011297","1742241011418","121","252","standalone"
"SYNTH003","1742241006649","M","intermediate","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","አ","KeyTypes.textKey","1742241011747","1742241011862","115","329","standalone"
"SYNTH003","1742241006649","M","beginner","am","ቀአረነደቀቀለአወ","ቀአረነደቀቀለአወ","ወ","KeyTypes.textKey","1742241012203","1742241012303","100","341","standalone"
"SYNTH003","1740405854215","M","intermediate","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ጰ","KeyTypes.textKey","1740405854215","1740405854293","78","","standalone"
"SYNTH003","1740405854215","F","intermediate","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ቸ","KeyTypes.textKey","1740405854613","1740405854678","65","320","standalone"
"SYNTH003","1740405854215","F","expert","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ዘ","KeyTypes.textKey","1740405855067","1740405855181","114","389","standalone"
"SYNTH003","1740405854215","M","beginner","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ረ","KeyTypes.textKey","1740405855541","1740405855628","87","360","base"
"SYNTH003","1740405854215","","","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ረ","KeyTypes.textKey","1740405856061","1740405856111","50","433","order"
"SYNTH003","1740405854215","M","beginner","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ሰ","KeyTypes.textKey","1740405856283","1740405856402","119","172","base"
"SYNTH003","1740405854215","","","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ሰ","KeyTypes.textKey","1740405856707","1740405856826","119","305","order"
"SYNTH003","1740405854215","M","beginner","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ቀ","KeyTypes.textKey","1740405857180","1740405857311","131","354","base"
"SYNTH003","1740405854215","","","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ቀ","KeyTypes.textKey","1740405857662","1740405857754","92","351","order"
"SYNTH003","1740405854215","M","expert","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ሠ","KeyTypes.textKey","1740405858024","1740405858050","26","270","base"
"SYNTH003","1740405854215","","","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ሠ","KeyTypes.textKey","1740405858553","1740405858596","43","503","order"
"SYNTH003","1740405854215","F","expert","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ጸ","KeyTypes.textKey","1740405858968","1740405859037","69","372","base"
"SYNTH003","1740405854215","","","am","ጰቸዘረሰቀሠጸ","ጰቸዘረሰቀሠጸ","ጸ","KeyTypes.textKey","1740405859374","1740405859477","103","337","order"
"SYNTH003","1740376933214","F","beginner","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","ደ","KeyTypes.textKey","1740376933214","1740376933331","117","","standalone"
"SYNTH003","1740376933214","M","beginner","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","ሀ","KeyTypes.textKey","1740376933618","1740376933680","62","287","base"
"SYNTH003","1740376933214","","","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","ሀ","KeyTypes.textKey","1740376933882","1740376933963","81","202","order"
"SYNTH003","1740376933214","F","beginner","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","ሰ","KeyTypes.textKey","1740376934282","1740376934381","99","319","standalone"
"SYNTH003","1740376933214","F","intermediate","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","ረ","KeyTypes.textKey","1740376934770","1740376934843","73","389","base"
"SYNTH003","1740376933214","","","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","ረ","KeyTypes.textKey","1740376935258","1740376935337","79","415","order"
"SYNTH003","1740376933214","M","expert","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","አ","KeyTypes.textKey","1740376935600","1740376935691","91","263","standalone"
"SYNTH003","1740376933214","M","expert","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","ሠ","KeyTypes.textKey","1740376935888","1740376935951","63","197","standalone"
"SYNTH003","1740376933214","F","beginner","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","ረ","KeyTypes.textKey","1740376936389","1740376936499","110","438","standalone"
"SYNTH003","1740376933214","M","intermediate","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","በ","KeyTypes.textKey","1740376936733","1740376936855","122","234","base"
"SYNTH003","1740376933214","","","am","ደሀሰረአሠረበ","ደሀሰረአሠረበ","በ","KeyTypes.textKey","1740376937194","1740376937252","58","339","order"
"SYNTH004","1741151233973","M","expert","am","ጰመቸሐሸተረፈተ","ጰመቸሐሸተረፈተ","ጰ","KeyTypes.textKey","1741151233973","1741151234082","109","","standalone"
"SYNTH004","1741151233973","F","beginner","am","ጰመቸሐሸተረፈተ","ጰመቸሐሸተረፈተ","መ","KeyTypes.textKey","1741151234699","1741151234791","92","617","standalone"
"SYNTH004","1741151233973","M","beginner","am","ጰመቸሐሸተረፈተ","ጰመቸሐሸተረፈተ","ቸ","KeyTypes.textKey","1741151235129","1741151235273","144","338","base"
"SYNTH004","1741151233973","","","am","ጰመቸሐሸተረፈተ","ጰመቸሐሸተረፈተ","ቸ","KeyTypes.textKey","1741151235629","1741151235718","89","356","order"
"SYNTH004","1741151233973","F","beginner","am","ጰመቸሐሸተረፈተ","ጰመቸሐሸተረፈተ","ሐ","KeyTypes.textKey","1741151236108","1741151236159","51","390","base"
"SYNTH004","1741151233973","","","am","ጰመቸሐሸተረፈተ","ጰመቸሐሸተረፈተ","ሐ","KeyTypes.textKey","1741151236417","1741151236499","82","258","order"
"SYNTH004","1741151233973","F","intermediate","am","ጰመቸሐሸተረፈተ","ጰመቸሐሸተረፈተ","ሸ","KeyTypes.textKey","1741151236673","1741151236773","100","174","standalone"
"SYNTH004","1741151233973","M","beginner","am","ጰመቸሐሸተረፈተ","ጰመቸሐሸተረፈተ","ተ","KeyTypes.textKey","1741151236850","1741151236923","73","77","standalone"
