"id","sessionId","initialX","initialY","flingVelocityX","flingVelocityY","duration","pathLength_px","straightLineDistance_px","straightnessIndex","meanSpeed_px_s","snPathLength","screenDiagonalPx"
"SYNTH001","1737289957144","125.17","271.06","717.4","910.9","0.3789","258.03","248.44","0.9628","681.0","0.2893","892.0"
"SYNTH001","1737289957144","30.32","345.88","770.1","1104.0","0.2441","190.19","161.75","0.8505","779.1","0.2132","892.0"
"SYNTH001","1737289957144","73.3","713.87","1083.4","435.6","0.425","308.75","272.36","0.8821","726.5","0.3461","892.0"
"SYNTH001","1737289957144","251.3","738.71","1701.3","-506.8","0.4461","368.41","284.12","0.7712","825.9","0.413","892.0"
"SYNTH001","1737289957144","40.68","459.3","108.9","404.5","0.3227","288.0","214.66","0.7454","892.5","0.3229","892.0"
"SYNTH001","1737289957144","189.63","362.22","624.7","1372.9","0.0874","163.36","140.97","0.8629","1869.1","0.1831","892.0"
"SYNTH001","1737289957144","301.09","488.33","23.2","-79.4","0.4527","485.19","368.4","0.7593","1071.8","0.5439","892.0"
"SYNTH001","1737289957144","165.67","166.65","665.2","-59.5","0.3777","452.04","374.34","0.8281","1196.8","0.5068","892.0"
"SYNTH001","1737289957144","185.8","496.37","1137.1","-48.0","0.3798","394.62","367.31","0.9308","1039.0","0.4424","892.0"
"SYNTH001","1737289957144","69.95","150.77","336.6","813.0","0.1581","181.05","174.83","0.9656","1145.2","0.203","892.0"
"SYNTH001","1737289957144","365.03","722.32","-1190.7","482.5","0.1892","226.01","168.15","0.744","1194.6","0.2534","892.0"
"SYNTH001","1737289957144","230.45","629.79","122.3","829.6","0.2512","142.1","114.75","0.8075","565.7","0.1593","892.0"
"SYNTH001","1737289957144","207.26","488.76","221.4","934.4","0.1661","270.56","200.57","0.7413","1628.9","0.3033","892.0"
"SYNTH001","1737289957144","270.6","199.88","1866.9","212.8","0.413","140.06","114.71","0.819","339.1","0.157","892.0"
"SYNTH001","1737289957144","307.23","646.13","887.8","807.9","0.459","419.54","340.91","0.8126","914.0","0.4703","892.0"
"SYNTH002","1738026345348","338.48","92.63","142.3","199.9","0.4978","164.28","143.79","0.8753","330.0","0.1759","934.0"
"SYNTH002","1738026345348","110.88","629.0","958.3","-8.5","0.1125","254.87","200.81","0.7879","2265.5","0.2729","934.0"
"SYNTH002","1738026345348","337.95","217.3","-1760.9","-472.0","0.3552","239.0","194.08","0.8121","672.9","0.2559","934.0"
"SYNTH002","1738026345348","333.18","66.37","362.5","843.3","0.2719","450.87","360.85","0.8003","1658.2","0.4827","934.0"
"SYNTH002","1738026345348","208.97","597.52","797.8","-1248.0","0.2226","410.19","381.9","0.931","1842.7","0.4392","934.0"
"SYNTH002","1738026345348","173.4","66.72","257.9","850.8","0.0978","341.98","327.2","0.9568","3496.8","0.3661","934.0"
"SYNTH002","1738026345348","320.93","458.8","2582.5","692.9","0.2696","301.58","224.56","0.7446","1118.6","0.3229","934.0"
"SYNTH002","1738026345348","228.33","606.11","1067.5","-672.8","0.4964","168.37","132.76","0.7885","339.2","0.1803","934.0"
"SYNTH002","1738026345348","268.64","652.41","446.1","496.9","0.3621","110.28","101.47","0.92","304.6","0.1181","934.0"
"SYNTH002","1738026345348","47.51","515.73","361.4","467.9","0.1841","88.03","81.8","0.9292","478.2","0.0942","934.0"
"SYNTH002","1738026345348","230.73","704.9","-331.7","-149.7","0.4282","276.09","232.22","0.8411","644.8","0.2956","934.0"
"SYNTH002","1736189388527","109.01","594.04","311.2","-1999.9","0.3178","274.61","253.65","0.9237","864.1","0.294","934.0"
"SYNTH002","1736189388527","48.72","737.46","1213.3","553.3","0.3218","217.12","189.77","0.874","674.7","0.2325","934.0"
"SYNTH002","1736189388527","119.04","545.9","-1815.9","104.7","0.2406","407.37","351.37","0.8625","1693.2","0.4362","934.0"
"SYNTH002","1736189388527","89.78","258.03","-333.2","-1179.8","0.1276","391.22","316.33","0.8086","3066.0","0.4189","934.0"
"SYNTH002","1736189388527","290.45","553.85","-1145.4","588.4","0.2215","200.38","196.07","0.9785","904.7","0.2145","934.0"
"SYNTH002","1736189388527","351.88","348.77","-1249.6","-677.5","0.1547","373.68","359.96","0.9633","2415.5","0.4001","934.0"
"SYNTH002","1736189388527","20.33","165.55","178.7","1878.3","0.1773","387.68","300.7","0.7756","2186.6","0.4151","934.0"
"SYNTH002","1736189388527","276.29","700.37","-767.4","-580.9","0.2699","174.52","155.69","0.8921","646.6","0.1869","934.0"
"SYNTH002","1736189388527","287.89","595.18","63.1","-255.2","0.1427","157.71","127.9","0.811","1105.2","0.1689","934.0"
"SYNTH002","1736189388527","327.32","712.89","-36.2","1279.4","0.1763","135.68","102.18","0.7532","769.6","0.1453","934.0"
"SYNTH002","1736189388527","209.45","715.22","1414.4","75.3","0.3515","445.22","359.02","0.8064","1266.6","0.4767","934.0"
"SYNTH002","1736189388527","254.84","424.09","-33.3","-1506.1","0.3061","427.81","321.17","0.7507","1397.6","0.458","934.0"
"SYNTH002","1738291222975","257.48","111.3","275.2","238.6","0.1591","291.44","249.71","0.8568","1831.8","0.312","934.0"
"SYNTH002","1738291222975","377.68","652.46","1345.5","551.6","0.3831","435.16","349.67","0.8035","1135.9","0.4659","934.0"
"SYNTH002","1738291222975","143.64","384.49","-117.0","-566.2","0.1362","483.05","361.04","0.7474","3546.6","0.5172","934.0"
"SYNTH002","1738291222975","87.75","547.16","1908.3","1133.1","0.4823","220.38","173.44","0.787","456.9","0.236","934.0"
"SYNTH002","1738291222975","153.28","92.67","-2.4","-1101.5","0.3153","344.86","292.94","0.8495","1093.7","0.3692","934.0"
"SYNTH002","1738291222975","323.84","576.78","-2152.8","715.6","0.3427","342.4","277.78","0.8113","999.1","0.3666","934.0"
"SYNTH002","1738291222975","60.33","272.29","1350.9","-894.9","0.2362","130.99","125.86","0.9608","554.6","0.1402","934.0"
"SYNTH002","1738291222975","34.85","43.65","280.1","-419.3","0.4442","477.88","386.64","0.8091","1075.8","0.5117","934.0"
"SYNTH002","1738291222975","130.45","572.93","2216.8","-1487.7","0.2014","408.19","388.94","0.9528","2026.8","0.437","934.0"
"SYNTH002","1738291222975","211.12","375.59","1326.7","-1338.1","0.1716","405.16","325.17","0.8026","2361.1","0.4338","934.0"
"SYNTH002","1738291222975","248.62","197.01","511.7","-1270.5","0.4649","327.55","265.51","0.8106","704.6","0.3507","934.0"
"SYNTH002","1738291222975","109.83","416.47","-965.7","779.8","0.4163","223.91","171.19","0.7646","537.9","0.2397","934.0"
"SYNTH003","1738214936172","214.31","265.1","-152.4","-436.4","0.3008","299.5","295.98","0.9882","995.7","0.3358","892.0"
"SYNTH003","1738214936172","142.25","272.96","95.4","886.7","0.246","303.77","237.51","0.7819","1234.8","0.3406","892.0"
"SYNTH003","1738214936172","302.6","311.86","1717.3","-171.9","0.4545","244.15","181.29","0.7425","537.2","0.2737","892.0"
"SYNTH003","1738214936172","56.01","682.78","-19.2","-460.6","0.2107","320.74","302.45","0.943","1522.2","0.3596","892.0"
"SYNTH003","1738214936172","261.35","715.41","1337.0","-1506.7","0.4384","158.06","147.69","0.9344","360.5","0.1772","892.0"
"SYNTH003","1738214936172","144.78","436.27","-679.0","214.7","0.3634","250.5","229.21","0.915","689.3","0.2808","892.0"
"SYNTH003","1738214936172","135.08","104.12","445.0","57.5","0.2638","204.88","194.09","0.9473","776.6","0.2297","892.0"
"SYNTH003","1738214936172","343.13","493.97","-102.6","-773.8","0.2236","138.38","119.5","0.8636","618.9","0.1551","892.0"
"SYNTH003","1738214936172","70.61","208.11","-1327.4","-892.9","0.4553","263.73","211.27","0.8011","579.2","0.2957","892.0"
"SYNTH003","1738214936172","269.05","257.49","529.0","-489.9","0.3997","374.77","304.66","0.8129","937.6","0.4201","892.0"
"SYNTH003","1738214936172","358.35","49.2","-53.8","286.3","0.3838","379.32","326.38","0.8605","988.3","0.4252","892.0"
"SYNTH003","1738214936172","343.08","211.75","-327.5","-1303.3","0.2883","495.09","398.85","0.8056","1717.3","0.555","892.0"
"SYNTH003","1738214936172","263.65","74.63","-628.1","-1044.9","0.395","262.15","231.67","0.8838","663.7","0.2939","892.0"
"SYNTH003","1742684999807","108.04","570.85","670.9","-806.9","0.1062","247.3","186.73","0.7551","2328.7","0.2772","892.0"
"SYNTH003","1742684999807","192.74","323.38","244.7","-781.6","0.3607","357.37","315.71","0.8834","990.8","0.4006","892.0"
"SYNTH003","1742684999807","56.28","423.84","1293.3","1436.8","0.167","152.86","136.79","0.8949","915.3","0.1714","892.0"
"SYNTH003","1742684999807","268.9","347.26","863.3","642.9","0.1011","246.92","223.1","0.9035","2442.4","0.2768","892.0"
"SYNTH003","1742684999807","306.74","434.38","-102.5","67.5","0.4707","243.34","186.75","0.7675","517.0","0.2728","892.0"
"SYNTH003","1742684999807","90.65","41.42","-445.8","-739.0","0.2715","253.14","209.53","0.8277","932.4","0.2838","892.0"
"SYNTH003","1742684999807","238.75","235.07","73.9","-1504.3","0.1439","205.79","185.85","0.9031","1430.1","0.2307","892.0"
"SYNTH003","1742684999807","362.34","443.32","-81.0","-44.1","0.3618","174.56","143.56","0.8224","482.5","0.1957","892.0"
"SYNTH003","1742684999807","366.63","49.44","518.6","367.0","0.4976","160.16","123.37","0.7703","321.9","0.1795","892.0"
"SYNTH003","1742684999807","355.5","333.55","41.9","-1633.0","0.412","114.77","98.06","0.8544","278.6","0.1287","892.0"
"SYNTH003","1742684999807","173.26","450.04","-1163.0","-728.6","0.343","364.33","291.7","0.8007","1062.2","0.4084","892.0"
"SYNTH003","1742684999807","242.88","711.06","35.4","-1720.3","0.1006","213.03","175.65","0.8245","2117.6","0.2388","892.0"
"SYNTH003","1742684999807","45.84","113.13","421.6","1172.8","0.4852","285.66","213.55","0.7476","588.7","0.3202","892.0"
"SYNTH003","1742684999807","207.03","490.59","-808.4","478.9","0.3956","343.2","275.27","0.8021","867.5","0.3848","892.0"
"SYNTH003","1742684999807","115.4","299.01","-289.7","-1033.4","0.4995","96.08","88.37","0.9198","192.3","0.1077","892.0"
"SYNTH003","1742684999807","167.67","237.37","-531.7","-901.4","0.3921","442.16","385.03","0.8708","1127.7","0.4957","892.0"
"SYNTH003","1742684999807","265.92","100.5","-267.5","1124.5","0.4864","126.93","100.69","0.7933","260.9","0.1423","892.0"
"SYNTH003","1742684999807","49.43","546.11","231.8","140.1","0.3156","293.18","232.66","0.7936","929.0","0.3287","892.0"
"SYNTH003","1742684999807","278.06","68.92","39.9","1131.5","0.1993","205.66","191.46","0.931","1031.9","0.2306","892.0"
"SYNTH003","1739416987205","169.14","124.23","254.9","1276.1","0.4549","163.03","141.2","0.8661","358.4","0.1828","892.0"
"SYNTH003","1739416987205","177.41","177.23","-611.8","-723.7","0.1334","128.68","119.38","0.9277","964.6","0.1443","892.0"
"SYNTH003","1739416987205","20.88","313.92","871.3","19.9","0.298","374.31","352.13","0.9408","1256.1","0.4196","892.0"
"SYNTH003","1739416987205","93.61","297.67","-246.6","66.7","0.3713","449.01","346.28","0.7712","1209.3","0.5034","892.0"
"SYNTH003","1739416987205","295.64","259.96","-2181.0","701.5","0.256","361.9","309.51","0.8552","1413.7","0.4057","892.0"
"SYNTH003","1739416987205","271.83","550.27","195.8","-775.5","0.4315","252.04","219.65","0.8715","584.1","0.2826","892.0"
"SYNTH003","1739416987205","102.57","441.18","549.5","-639.7","0.3902","253.55","245.67","0.9689","649.8","0.2842","892.0"
"SYNTH003","1739416987205","90.67","369.18","-1214.6","-815.8","0.4948","289.07","272.94","0.9442","584.2","0.3241","892.0"
"SYNTH003","1739416987205","194.36","265.26","-484.6","-152.6","0.3932","359.77","332.08","0.923","915.0","0.4033","892.0"
"SYNTH003","1739416987205","323.71","43.98","-905.0","289.1","0.2397","272.06","236.81","0.8704","1135.0","0.305","892.0"
"SYNTH003","1739416987205","63.84","733.8","-461.5","488.5","0.2747","445.92","378.01","0.8477","1623.3","0.4999","892.0"
"SYNTH003","1739416987205","252.54","393.77","-1611.4","731.4","0.1512","184.06","156.32","0.8493","1217.3","0.2063","892.0"
"SYNTH003","1739416987205","328.7","745.26","1516.6","-155.2","0.2238","144.38","119.13","0.8251","645.1","0.1619","892.0"
"SYNTH003","1739416987205","333.11","415.45","-877.0","74.1","0.243","188.81","144.17","0.7636","777.0","0.2117","892.0"
"SYNTH003","1739416987205","346.73","418.9","477.4","1437.4","0.3843","237.46","235.39","0.9913","617.9","0.2662","892.0"
"SYNTH003","1739416987205","316.31","727.09","687.6","-659.9","0.1977","331.99","261.04","0.7863","1679.3","0.3722","892.0"
"SYNTH003","1739416987205","209.95","515.27","-1290.6","-172.5","0.0843","219.59","170.22","0.7752","2604.8","0.2462","892.0"
"SYNTH003","1739416987205","247.52","661.02","157.7","-616.9","0.3844","430.13","322.85","0.7506","1119.0","0.4822","892.0"
"SYNTH003","1739416987205","199.34","656.36","574.3","1040.0","0.0872","313.41","238.64","0.7614","3594.2","0.3514","892.0"
"SYNTH004","1735721670177","199.21","534.75","-326.9","388.2","0.3651","143.19","125.19","0.8743","392.2","0.1605","892.0"
"SYNTH004","1735721670177","88.4","371.33","-158.9","255.0","0.4915","434.73","388.38","0.8934","884.5","0.4874","892.0"
"SYNTH004","1735721670177","324.63","108.62","293.6","1976.7","0.2928","358.21","271.66","0.7584","1223.4","0.4016","892.0"
"SYNTH004","1735721670177","71.5","511.71","26.6","436.7","0.09","403.93","300.94","0.745","4488.1","0.4528","892.0"
"SYNTH004","1735721670177","122.34","106.19","-34.2","-195.8","0.3855","172.88","164.21","0.9499","448.5","0.1938","892.0"
"SYNTH004","1735721670177","117.38","581.63","117.2","1101.9","0.401","259.14","199.87","0.7713","646.2","0.2905","892.0"
"SYNTH004","1735721670177","315.77","44.03","953.2","391.9","0.31","244.18","208.17","0.8525","787.7","0.2737","892.0"
"SYNTH004","1735721670177","118.72","565.94","-393.4","53.1","0.1652","195.52","161.47","0.8258","1183.5","0.2192","892.0"
"SYNTH004","1737733721339","234.59","375.24","66.8","925.2","0.453","149.6","134.51","0.8991","330.2","0.1677","892.0"
"SYNTH004","1737733721339","288.36","90.43","1084.7","662.5","0.3842","118.6","114.43","0.9648","308.7","0.133","892.0"
"SYNTH004","1737733721339","267.99","253.01","-478.7","-3039.3","0.3175","143.78","113.0","0.786","452.8","0.1612","892.0"
"SYNTH004","1737733721339","202.64","662.92","536.1","47.4","0.4152","371.42","351.91","0.9475","894.6","0.4164","892.0"
"SYNTH004","1737733721339","358.15","745.07","-381.2","507.4","0.1946","130.36","120.64","0.9254","669.9","0.1461","892.0"
"SYNTH004","1737733721339","181.67","576.32","1268.2","141.2","0.2126","121.59","95.34","0.7841","571.9","0.1363","892.0"
"SYNTH004","1737733721339","262.78","748.71","1878.0","285.4","0.2624","126.42","123.52","0.9771","481.8","0.1417","892.0"
"SYNTH004","1737733721339","158.34","444.27","1105.9","-682.4","0.4549","392.97","319.52","0.8131","863.9","0.4406","892.0"
"SYNTH004","1738286993189","237.54","514.33","-1427.9","816.5","0.3398","420.36","314.61","0.7484","1237.1","0.4713","892.0"
"SYNTH004","1738286993189","289.4","263.33","72.2","-93.7","0.4164","399.63","322.42","0.8068","959.7","0.448","892.0"
"SYNTH004","1738286993189","40.88","222.81","-395.2","-806.8","0.1186","134.14","121.05","0.9024","1131.1","0.1504","892.0"
"SYNTH004","1738286993189","324.05","427.34","423.3","333.3","0.2552","175.26","159.43","0.9097","686.7","0.1965","892.0"
"SYNTH004","1738286993189","297.42","650.58","844.5","-1258.0","0.2011","310.65","268.73","0.8651","1544.8","0.3483","892.0"
"SYNTH004","1738286993189","220.57","156.39","597.7","592.9","0.2789","382.05","295.23","0.7728","1369.8","0.4283","892.0"
"SYNTH004","1738286993189","147.75","299.09","-1032.5","-1438.7","0.2923","226.83","215.14","0.9484","776.0","0.2543","892.0"
"SYNTH004","1738286993189","24.6","222.09","352.2","281.4","0.4402","306.78","263.47","0.8588","696.9","0.3439","892.0"
"SYNTH005","1740919700350","155.99","734.39","-159.0","964.8","0.4896","365.22","332.9","0.9115","745.9","0.391","934.0"
"SYNTH005","1740919700350","221.12","557.0","-1758.6","0.1","0.3228","299.34","233.95","0.7816","927.3","0.3205","934.0"
"SYNTH005","1740919700350","224.12","441.74","-1175.4","561.3","0.1886","223.38","178.12","0.7974","1184.4","0.2392","934.0"
"SYNTH005","1740919700350","332.46","697.78","-706.6","196.7","0.2992","332.44","323.51","0.9731","1111.1","0.3559","934.0"
"SYNTH005","1740919700350","111.49","297.36","-2196.8","-738.5","0.4359","470.03","355.86","0.7571","1078.3","0.5032","934.0"
"SYNTH005","1740919700350","50.37","53.28","53.9","-1918.4","0.3958","163.47","156.17","0.9554","413.0","0.175","934.0"
"SYNTH005","1740919700350","229.79","405.86","-783.2","947.5","0.3962","343.95","285.26","0.8294","868.1","0.3683","934.0"
"SYNTH005","1740919700350","148.08","368.2","-413.3","1363.2","0.4306","176.94","133.07","0.7521","410.9","0.1894","934.0"
"SYNTH005","1740919700350","79.14","463.89","331.9","334.3","0.2048","217.73","164.36","0.7549","1063.1","0.2331","934.0"
"SYNTH005","1740919700350","374.32","99.8","1052.1","-1130.4","0.1235","118.8","103.45","0.8707","962.0","0.1272","934.0"
"SYNTH005","1740919700350","72.76","463.5","355.1","792.4","0.3111","411.36","377.7","0.9182","1322.3","0.4404","934.0"
"SYNTH005","1740919700350","353.23","439.76","-303.3","-528.4","0.4954","205.02","170.44","0.8313","413.8","0.2195","934.0"
"SYNTH005","1740919700350","75.46","627.49","-113.9","-809.4","0.2185","491.72","392.56","0.7983","2250.4","0.5265","934.0"
"SYNTH005","1740919700350","232.81","332.12","-201.4","-145.1","0.3994","339.25","274.27","0.8085","849.4","0.3632","934.0"
"SYNTH005","1742401403188","246.96","396.5","1161.3","-300.5","0.1391","153.17","144.33","0.9422","1101.2","0.164","934.0"
"SYNTH005","1742401403188","48.18","153.96","131.3","-748.3","0.14","143.88","135.02","0.9384","1027.7","0.154","934.0"
"SYNTH005","1742401403188","45.98","261.34","-737.6","-425.4","0.1772","281.99","223.66","0.7932","1591.4","0.3019","934.0"
"SYNTH005","1742401403188","118.4","125.36","-688.7","657.1","0.1967","335.19","326.84","0.9751","1704.1","0.3589","934.0"
"SYNTH005","1742401403188","282.74","604.1","-239.4","1272.5","0.1364","189.68","143.27","0.7553","1390.6","0.2031","934.0"
"SYNTH005","1742401403188","357.54","540.78","-1084.1","273.2","0.1348","368.13","319.87","0.8689","2731.0","0.3941","934.0"
"SYNTH005","1742401403188","265.02","55.96","144.0","275.7","0.2312","147.71","144.12","0.9757","638.9","0.1581","934.0"
"SYNTH005","1742401403188","126.94","558.52","683.6","434.8","0.2956","251.99","232.23","0.9216","852.5","0.2698","934.0"
"SYNTH005","1742401403188","238.77","217.69","655.4","-859.6","0.3736","101.36","83.79","0.8266","271.3","0.1085","934.0"
"SYNTH005","1742401403188","114.09","215.37","-1326.1","-1016.3","0.462","218.77","176.77","0.808","473.5","0.2342","934.0"
"SYNTH005","1742401403188","58.63","671.95","674.7","-416.7","0.1291","235.4","180.56","0.767","1823.4","0.252","934.0"
"SYNTH005","1742401403188","310.89","559.7","327.1","-313.6","0.2589","161.36","131.7","0.8162","623.3","0.1728","934.0"
"SYNTH005","1742401403188","261.55","676.53","-203.5","-207.0","0.4411","253.18","224.12","0.8852","574.0","0.2711","934.0"
"SYNTH005","1742401403188","87.26","163.29","-751.7","148.1","0.3605","398.64","310.95","0.78","1105.8","0.4268","934.0"
"SYNTH005","1742401403188","265.05","574.42","1312.4","-1416.7","0.451","492.45","396.08","0.8043","1091.9","0.5273","934.0"
"SYNTH005","1742401403188","93.11","317.38","1726.0","1267.5","0.3252","130.91","107.2","0.8188","402.6","0.1402","934.0"
"SYNTH005","1742401403188","44.2","374.2","1039.4","128.0","0.4669","327.19","317.46","0.9703","700.8","0.3503","934.0"
"SYNTH005","1742401403188","29.01","354.32","-847.0","625.4","0.4525","475.62","354.45","0.7452","1051.1","0.5092","934.0"
"SYNTH005","1742134707538","249.33","271.43","-688.1","677.1","0.4945","265.21","225.58","0.8506","536.3","0.284","934.0"
"SYNTH005","1742134707538","205.52","662.84","-1000.2","312.3","0.1973","394.48","314.27","0.7967","1999.4","0.4224","934.0"
"SYNTH005","1742134707538","126.53","465.97","726.3","188.8","0.482","441.21","392.67","0.89","915.4","0.4724","934.0"
"SYNTH005","1742134707538","374.34","617.46","263.6","-501.3","0.153","233.47","185.63","0.7951","1526.0","0.25","934.0"
"SYNTH005","1742134707538","158.64","623.25","-956.5","254.7","0.1357","152.18","133.91","0.88","1121.4","0.1629","934.0"
"SYNTH005","1742134707538","101.06","458.98","-1748.8","262.1","0.4551","177.49","148.9","0.8389","390.0","0.19","934.0"
"SYNTH005","1742134707538","232.0","452.55","-637.5","-1392.6","0.4827","327.16","326.83","0.999","677.8","0.3503","934.0"
"SYNTH005","1742134707538","304.93","599.59","362.2","836.6","0.2778","342.05","268.66","0.7854","1231.3","0.3662","934.0"
"SYNTH005","1742134707538","302.51","245.23","-714.5","-542.0","0.4143","109.8","81.77","0.7448","265.0","0.1176","934.0"
"SYNTH006","1737279189662","216.0","258.12","-771.1","-682.5","0.3528","287.91","220.57","0.7661","816.1","0.3228","892.0"
"SYNTH006","1737279189662","76.61","44.36","-641.9","556.0","0.3963","131.47","128.68","0.9788","331.7","0.1474","892.0"
"SYNTH006","1737279189662","190.91","429.71","-1654.7","-1182.7","0.378","183.77","163.46","0.8895","486.2","0.206","892.0"
"SYNTH006","1737279189662","243.35","65.29","1214.0","-103.9","0.4633","295.14","273.77","0.9276","637.0","0.3309","892.0"
"SYNTH006","1737279189662","330.68","182.46","-37.6","946.1","0.358","355.91","349.53","0.9821","994.2","0.399","892.0"
"SYNTH006","1737279189662","106.82","555.37","-383.0","-853.0","0.1146","178.31","143.58","0.8052","1555.9","0.1999","892.0"
"SYNTH006","1737279189662","304.65","573.11","-420.7","148.1","0.3154","396.58","311.31","0.785","1257.4","0.4446","892.0"
"SYNTH006","1737279189662","176.11","723.49","570.3","404.9","0.1392","362.8","342.82","0.9449","2606.3","0.4067","892.0"
"SYNTH006","1737279189662","200.92","153.67","-327.8","750.9","0.4351","149.32","117.85","0.7892","343.2","0.1674","892.0"
"SYNTH006","1737279189662","156.52","716.23","1467.0","307.3","0.4729","310.63","298.46","0.9608","656.9","0.3482","892.0"
"SYNTH006","1737279189662","130.96","254.37","1007.1","681.2","0.1862","269.46","252.13","0.9357","1447.2","0.3021","892.0"
"SYNTH006","1737279189662","279.26","392.09","2532.3","-1610.2","0.128","157.93","140.68","0.8908","1233.8","0.1771","892.0"
"SYNTH006","1737279189662","226.61","432.93","375.7","924.3","0.2389","240.45","178.3","0.7415","1006.5","0.2696","892.0"
"SYNTH006","1737279189662","57.73","686.03","1071.1","1227.2","0.1671","326.51","314.16","0.9622","1954.0","0.366","892.0"
"SYNTH006","1737279189662","342.63","207.53","1328.6","-230.2","0.4776","518.42","387.33","0.7471","1085.5","0.5812","892.0"
"SYNTH006","1737938433312","155.45","594.8","291.2","-837.4","0.4889","359.76","306.05","0.8507","735.9","0.4033","892.0"
"SYNTH006","1737938433312","26.68","526.8","937.2","-125.8","0.295","218.72","183.51","0.839","741.4","0.2452","892.0"
"SYNTH006","1737938433312","206.32","302.6","-1013.2","-42.7","0.1763","315.48","314.21","0.996","1789.4","0.3537","892.0"
"SYNTH006","1737938433312","167.95","268.24","126.2","-379.6","0.488","463.41","349.95","0.7552","949.6","0.5195","892.0"
